bin_id,timestamp,day_of_week,hour,previous_waste_level,temperature,rainfall,collection_history_hours,waste_type,waste_level
BIN-115,2026-09-04T07:00:00,4,7,45,13.0,0.0,32,ELECTRONIC,69
BIN-112,2026-09-14T06:00:00,0,6,31,11.8,0.0,33,ELECTRONIC,39
BIN-105,2026-09-07T17:00:00,0,17,75,19.5,0.0,9,RECYCLABLE,82
BIN-105,2026-09-16T21:00:00,2,21,14,13.1,0.0,28,ELECTRONIC,50
BIN-115,2026-09-03T02:00:00,3,2,59,8.8,0.9,44,GENERAL,73
BIN-121,2026-09-16T23:00:00,2,23,29,10.2,0.0,41,GENERAL,72
BIN-106,2026-09-10T06:00:00,3,6,60,10.5,0.0,21,RECYCLABLE,64
BIN-108,2026-09-02T23:00:00,2,23,73,7.8,0.0,8,GENERAL,84
BIN-112,2026-09-20T17:00:00,6,17,23,22.1,0.0,18,GENERAL,43
BIN-101,2026-09-03T10:00:00,3,10,53,20.8,0.0,15,HAZARDOUS,66
BIN-110,2026-09-13T21:00:00,6,21,72,12.3,0.0,7,HAZARDOUS,82
BIN-110,2026-09-13T02:00:00,6,2,17,8.6,4.3,39,GENERAL,30
BIN-124,2026-09-15T19:00:00,1,19,56,17.0,0.0,36,ELECTRONIC,100
BIN-117,2026-09-16T13:00:00,2,13,21,21.3,0.0,43,RECYCLABLE,76
BIN-121,2026-09-22T02:00:00,1,2,36,7.7,0.0,46,GENERAL,54
BIN-115,2026-09-05T05:00:00,5,5,64,9.4,0.0,23,HAZARDOUS,66
BIN-108,2026-09-07T20:00:00,0,20,57,16.1,0.0,20,ORGANIC,97
BIN-121,2026-09-03T00:00:00,3,0,35,9.9,0.3,47,ORGANIC,92
BIN-116,2026-09-18T13:00:00,4,13,70,24.5,2.2,28,ORGANIC,100
BIN-122,2026-09-15T18:00:00,1,18,20,18.6,0.0,45,ELECTRONIC,80
BIN-123,2026-09-10T09:00:00,3,9,49,16.0,0.0,48,ELECTRONIC,87
BIN-117,2026-09-15T22:00:00,1,22,62,12.9,0.0,3,ELECTRONIC,66
BIN-108,2026-09-05T01:00:00,5,1,22,7.3,0.0,24,ORGANIC,30
BIN-114,2026-09-11T21:00:00,4,21,52,14.8,0.0,11,HAZARDOUS,65
BIN-125,2026-09-19T15:00:00,5,15,43,22.7,0.0,19,ORGANIC,64
BIN-101,2026-09-17T01:00:00,3,1,32,9.0,0.0,26,ELECTRONIC,40
BIN-102,2026-09-21T06:00:00,0,6,67,9.2,2.1,40,HAZARDOUS,77
BIN-110,2026-09-08T21:00:00,1,21,49,14.5,1.6,1,ORGANIC,53
BIN-103,2026-09-12T14:00:00,5,14,57,21.5,0.0,10,ELECTRONIC,71
BIN-105,2026-09-17T17:00:00,3,17,65,20.2,0.0,15,GENERAL,80
BIN-109,2026-09-03T15:00:00,3,15,61,21.4,0.0,43,HAZARDOUS,96
BIN-114,2026-09-01T10:00:00,1,10,30,17.4,0.0,46,GENERAL,81
BIN-111,2026-09-20T13:00:00,6,13,30,24.5,0.0,11,ORGANIC,53
BIN-109,2026-09-03T20:00:00,3,20,75,15.0,0.0,32,HAZARDOUS,100
BIN-125,2026-09-20T03:00:00,6,3,54,5.8,0.0,33,HAZARDOUS,64
BIN-101,2026-09-04T00:00:00,4,0,69,6.1,0.0,23,RECYCLABLE,90
BIN-114,2026-09-22T03:00:00,1,3,6,7.0,0.0,48,ELECTRONIC,19
BIN-116,2026-09-03T02:00:00,3,2,24,7.9,1.3,16,HAZARDOUS,29
BIN-123,2026-09-06T14:00:00,6,14,65,23.8,0.0,13,HAZARDOUS,83
BIN-123,2026-09-16T21:00:00,2,21,28,11.7,0.0,40,ELECTRONIC,79
BIN-104,2026-09-04T03:00:00,4,3,40,9.2,0.0,3,HAZARDOUS,40
BIN-114,2026-09-01T17:00:00,1,17,16,22.1,0.0,13,ELECTRONIC,24
BIN-108,2026-09-06T01:00:00,6,1,66,5.5,0.0,28,GENERAL,75
BIN-102,2026-09-07T19:00:00,0,19,51,16.2,0.0,18,ORGANIC,85
BIN-102,2026-09-05T05:00:00,5,5,11,10.0,0.0,1,ORGANIC,12
BIN-110,2026-09-11T09:00:00,4,9,17,16.8,0.0,39,GENERAL,58
BIN-104,2026-09-03T09:00:00,3,9,75,18.2,1.6,44,ORGANIC,100
BIN-112,2026-09-17T04:00:00,3,4,52,7.0,0.0,34,ELECTRONIC,60
BIN-104,2026-09-04T02:00:00,4,2,10,7.3,0.0,8,ELECTRONIC,12
BIN-121,2026-09-18T18:00:00,4,18,62,20.7,2.5,13,RECYCLABLE,79
BIN-125,2026-09-05T15:00:00,5,15,24,20.9,2.5,47,ELECTRONIC,65
BIN-109,2026-09-20T08:00:00,6,8,51,14.8,0.0,23,ELECTRONIC,70
BIN-114,2026-09-12T12:00:00,5,12,26,22.3,0.0,2,ELECTRONIC,28
BIN-105,2026-09-07T12:00:00,0,12,12,23.1,0.0,37,ORGANIC,84
BIN-122,2026-09-12T16:00:00,5,16,26,21.7,0.0,5,ELECTRONIC,29
BIN-118,2026-09-17T23:00:00,3,23,39,8.2,2.6,26,HAZARDOUS,61
BIN-117,2026-09-11T01:00:00,4,1,72,6.3,0.0,46,ELECTRONIC,83
BIN-110,2026-09-16T10:00:00,2,10,20,17.7,1.1,36,GENERAL,60
BIN-109,2026-09-21T02:00:00,0,2,11,7.6,0.0,18,RECYCLABLE,16
BIN-107,2026-09-12T17:00:00,5,17,49,21.2,0.0,1,ORGANIC,49
BIN-118,2026-09-06T23:00:00,6,23,42,8.6,3.7,27,RECYCLABLE,69
BIN-112,2026-09-06T00:00:00,6,0,37,10.0,0.0,12,GENERAL,53
BIN-125,2026-09-13T18:00:00,6,18,53,20.8,0.0,47,ORGANIC,100
BIN-121,2026-09-14T20:00:00,0,20,31,16.3,0.0,36,ELECTRONIC,77
BIN-125,2026-09-09T18:00:00,2,18,34,19.9,0.0,29,RECYCLABLE,74
BIN-105,2026-09-20T13:00:00,6,13,68,21.5,3.9,6,HAZARDOUS,78
BIN-124,2026-09-05T04:00:00,5,4,44,6.7,1.8,2,GENERAL,47
BIN-120,2026-09-05T08:00:00,5,8,14,14.7,0.0,10,ORGANIC,25
BIN-124,2026-09-12T13:00:00,5,13,6,23.1,0.0,47,RECYCLABLE,66
BIN-101,2026-09-03T16:00:00,3,16,10,20.5,0.0,42,ORGANIC,61
BIN-120,2026-09-01T14:00:00,1,14,74,23.9,0.0,7,ORGANIC,91
BIN-123,2026-09-03T03:00:00,3,3,66,8.3,0.0,9,RECYCLABLE,69
BIN-116,2026-09-04T15:00:00,4,15,74,23.5,0.0,4,RECYCLABLE,76
BIN-104,2026-09-01T18:00:00,1,18,74,18.2,0.0,7,ORGANIC,88
BIN-108,2026-09-01T20:00:00,1,20,54,13.6,0.0,28,RECYCLABLE,90
BIN-108,2026-09-20T23:00:00,6,23,19,9.3,0.0,44,HAZARDOUS,55
BIN-110,2026-09-08T22:00:00,1,22,47,9.5,0.0,40,ORGANIC,99
BIN-103,2026-09-20T10:00:00,6,10,24,17.7,0.0,39,ORGANIC,70
BIN-105,2026-09-20T09:00:00,6,9,41,16.5,4.1,40,GENERAL,85
BIN-122,2026-09-09T04:00:00,2,4,14,9.2,0.0,46,GENERAL,31
BIN-105,2026-09-08T03:00:00,1,3,62,8.2,0.0,25,RECYCLABLE,68
BIN-116,2026-09-18T17:00:00,4,17,59,22.5,0.0,8,ORGANIC,73
BIN-106,2026-09-17T16:00:00,3,16,45,21.9,0.0,23,HAZARDOUS,66
BIN-114,2026-09-14T04:00:00,0,4,36,7.6,0.0,9,GENERAL,37
BIN-118,2026-09-18T20:00:00,4,20,15,15.3,0.0,25,RECYCLABLE,47
BIN-119,2026-09-17T21:00:00,3,21,16,11.9,4.5,45,RECYCLABLE,78
BIN-105,2026-09-20T23:00:00,6,23,49,8.8,0.0,4,ORGANIC,54
BIN-125,2026-09-18T19:00:00,4,19,63,15.6,0.0,19,RECYCLABLE,91
BIN-108,2026-09-05T19:00:00,5,19,22,15.5,0.0,4,RECYCLABLE,27
BIN-105,2026-09-09T09:00:00,2,9,59,16.6,0.0,45,ORGANIC,100
BIN-120,2026-09-19T21:00:00,5,21,23,12.4,0.3,2,RECYCLABLE,25
BIN-119,2026-09-19T01:00:00,5,1,28,7.2,2.4,10,HAZARDOUS,33
BIN-124,2026-09-08T12:00:00,1,12,6,21.1,4.0,42,HAZARDOUS,61
BIN-102,2026-09-14T05:00:00,0,5,25,7.4,0.0,33,RECYCLABLE,32
BIN-118,2026-09-16T12:00:00,2,12,69,21.2,0.0,37,GENERAL,100
BIN-106,2026-09-07T03:00:00,0,3,53,9.2,1.0,34,ORGANIC,65
BIN-106,2026-09-18T21:00:00,4,21,14,14.2,0.0,39,ELECTRONIC,64
BIN-111,2026-09-15T06:00:00,1,6,26,9.2,0.0,25,HAZARDOUS,31
BIN-104,2026-09-02T23:00:00,2,23,47,7.5,0.0,39,GENERAL,90
BIN-118,2026-09-03T14:00:00,3,14,6,24.0,0.0,14,ORGANIC,31
BIN-102,2026-09-06T11:00:00,6,11,10,20.9,0.0,6,GENERAL,20
BIN-102,2026-09-02T08:00:00,2,8,44,13.0,0.0,6,GENERAL,50
BIN-107,2026-09-08T01:00:00,1,1,50,9.2,0.0,47,HAZARDOUS,63
BIN-104,2026-09-08T09:00:00,1,9,69,15.5,0.0,48,HAZARDOUS,100
BIN-113,2026-09-11T12:00:00,4,12,42,20.6,0.0,3,ELECTRONIC,48
BIN-103,2026-09-20T05:00:00,6,5,34,10.9,0.0,46,ORGANIC,49
BIN-106,2026-09-21T21:00:00,0,21,71,14.7,0.0,34,ELECTRONIC,100
BIN-105,2026-09-08T13:00:00,1,13,60,20.9,0.0,24,GENERAL,100
BIN-120,2026-09-14T06:00:00,0,6,68,9.4,3.4,10,ORGANIC,72
BIN-110,2026-09-13T00:00:00,6,0,17,7.9,1.3,32,ORGANIC,58
BIN-112,2026-09-03T05:00:00,3,5,63,8.4,0.0,12,ORGANIC,68
BIN-109,2026-09-17T14:00:00,3,14,22,24.8,0.0,42,HAZARDOUS,75
BIN-110,2026-09-09T21:00:00,2,21,21,12.7,0.0,40,HAZARDOUS,73
BIN-120,2026-09-21T15:00:00,0,15,15,23.5,0.0,24,GENERAL,41
BIN-122,2026-09-02T05:00:00,2,5,12,10.3,0.0,42,ELECTRONIC,25
BIN-118,2026-09-01T12:00:00,1,12,42,21.4,0.0,7,RECYCLABLE,52
BIN-115,2026-09-15T14:00:00,1,14,64,22.9,0.0,23,ORGANIC,100
BIN-115,2026-09-03T15:00:00,3,15,18,24.4,0.0,12,ORGANIC,33
BIN-111,2026-09-02T17:00:00,2,17,67,19.5,0.0,22,GENERAL,90
BIN-104,2026-09-07T06:00:00,0,6,74,9.6,0.0,3,HAZARDOUS,74
BIN-102,2026-09-14T03:00:00,0,3,51,8.4,0.0,4,HAZARDOUS,51
BIN-107,2026-09-02T11:00:00,2,11,59,19.7,0.0,2,RECYCLABLE,62
BIN-113,2026-09-03T01:00:00,3,1,62,8.8,0.0,46,GENERAL,77
BIN-122,2026-09-20T09:00:00,6,9,11,15.4,0.0,12,GENERAL,23
BIN-106,2026-09-05T13:00:00,5,13,66,22.6,0.0,27,GENERAL,100
BIN-106,2026-09-21T22:00:00,0,22,54,12.3,0.0,23,HAZARDOUS,73
BIN-124,2026-09-15T13:00:00,1,13,23,22.0,0.0,40,ELECTRONIC,74
BIN-124,2026-09-17T04:00:00,3,4,24,9.7,0.0,1,GENERAL,23
BIN-122,2026-09-10T00:00:00,3,0,5,10.0,0.0,34,GENERAL,42
BIN-105,2026-09-14T20:00:00,0,20,17,13.1,0.0,41,HAZARDOUS,71
BIN-125,2026-09-04T21:00:00,4,21,32,12.3,0.0,25,ELECTRONIC,67
BIN-122,2026-09-13T15:00:00,6,15,51,20.8,0.0,24,ORGANIC,77
BIN-123,2026-09-11T23:00:00,4,23,57,8.8,0.0,27,HAZARDOUS,79
BIN-114,2026-09-12T11:00:00,5,11,27,20.5,0.0,8,GENERAL,40
BIN-114,2026-09-09T11:00:00,2,11,60,21.2,0.0,43,GENERAL,100
BIN-104,2026-09-03T04:00:00,3,4,7,8.5,0.0,6,ORGANIC,7
BIN-118,2026-09-03T11:00:00,3,11,9,21.3,0.0,33,HAZARDOUS,52
BIN-107,2026-09-06T02:00:00,6,2,53,5.5,0.0,36,HAZARDOUS,63
BIN-115,2026-09-10T03:00:00,3,3,52,8.4,0.0,1,HAZARDOUS,52
BIN-109,2026-09-20T02:00:00,6,2,58,7.7,4.1,20,GENERAL,66
BIN-112,2026-09-19T06:00:00,5,6,45,10.3,0.0,48,ELECTRONIC,57
BIN-114,2026-09-06T11:00:00,6,11,29,21.1,0.0,26,ELECTRONIC,66
BIN-114,2026-09-04T01:00:00,4,1,27,6.9,0.0,47,HAZARDOUS,40
BIN-106,2026-09-10T15:00:00,3,15,21,22.7,0.0,7,RECYCLABLE,27
BIN-121,2026-09-20T21:00:00,6,21,25,14.7,0.0,36,GENERAL,84
BIN-103,2026-09-01T21:00:00,1,21,24,11.0,0.0,1,HAZARDOUS,26
BIN-113,2026-09-01T20:00:00,1,20,50,13.7,0.0,30,RECYCLABLE,89
BIN-108,2026-09-07T16:00:00,0,16,36,22.8,0.0,35,RECYCLABLE,64
BIN-102,2026-09-07T04:00:00,0,4,7,8.6,0.0,10,ORGANIC,11
BIN-104,2026-09-03T16:00:00,3,16,20,20.4,0.0,39,HAZARDOUS,52
BIN-116,2026-09-19T08:00:00,5,8,55,13.4,0.0,14,GENERAL,70
BIN-114,2026-09-02T21:00:00,2,21,14,11.8,0.0,41,HAZARDOUS,69
BIN-115,2026-09-18T13:00:00,4,13,43,20.8,2.6,12,RECYCLABLE,58
BIN-120,2026-09-19T13:00:00,5,13,48,24.7,0.0,8,ORGANIC,62
BIN-106,2026-09-12T11:00:00,5,11,29,21.1,0.0,8,GENERAL,42
BIN-117,2026-09-12T06:00:00,5,6,51,9.5,0.0,14,RECYCLABLE,54
BIN-124,2026-09-16T02:00:00,2,2,40,6.9,0.0,18,RECYCLABLE,45
BIN-112,2026-09-16T10:00:00,2,10,42,18.9,0.0,42,ELECTRONIC,73
BIN-107,2026-09-06T16:00:00,6,16,40,23.8,3.6,13,RECYCLABLE,53
BIN-119,2026-09-07T23:00:00,0,23,67,9.1,0.0,14,RECYCLABLE,77
BIN-111,2026-09-14T14:00:00,0,14,54,22.7,0.0,39,ORGANIC,100
BIN-112,2026-09-20T11:00:00,6,11,26,22.2,0.0,29,ORGANIC,82
BIN-120,2026-09-18T23:00:00,4,23,55,7.5,1.5,23,ELECTRONIC,76
BIN-106,2026-09-08T23:00:00,1,23,32,10.0,0.0,5,RECYCLABLE,36
BIN-111,2026-09-16T00:00:00,2,0,47,6.9,0.0,46,ORGANIC,100
BIN-111,2026-09-20T12:00:00,6,12,13,21.5,0.0,36,RECYCLABLE,59
BIN-109,2026-09-16T14:00:00,2,14,14,23.3,0.0,43,ELECTRONIC,70
BIN-122,2026-09-17T11:00:00,3,11,45,19.4,2.2,21,HAZARDOUS,74
BIN-104,2026-09-03T23:00:00,3,23,46,9.7,0.0,11,HAZARDOUS,55
BIN-101,2026-09-07T09:00:00,0,9,5,18.7,0.0,42,ORGANIC,57
BIN-118,2026-09-20T22:00:00,6,22,48,11.6,0.4,3,ELECTRONIC,49
BIN-114,2026-09-16T18:00:00,2,18,45,20.0,0.0,18,GENERAL,75
BIN-120,2026-09-02T08:00:00,2,8,63,15.0,0.0,20,HAZARDOUS,79
BIN-104,2026-09-19T07:00:00,5,7,18,11.0,0.0,40,GENERAL,62
BIN-123,2026-09-16T18:00:00,2,18,26,17.4,0.0,15,HAZARDOUS,46
BIN-112,2026-09-18T17:00:00,4,17,11,19.7,0.0,1,ELECTRONIC,15
BIN-103,2026-09-06T23:00:00,6,23,53,8.4,0.6,45,GENERAL,100
BIN-115,2026-09-03T21:00:00,3,21,23,13.9,0.0,21,RECYCLABLE,52
BIN-115,2026-09-15T14:00:00,1,14,72,22.0,0.0,34,ORGANIC,100
BIN-116,2026-09-22T03:00:00,1,3,66,6.2,0.0,21,GENERAL,73
BIN-118,2026-09-19T03:00:00,5,3,31,8.1,2.2,43,RECYCLABLE,43
BIN-107,2026-09-01T14:00:00,1,14,54,21.8,0.9,30,RECYCLABLE,92
BIN-111,2026-09-17T13:00:00,3,13,63,23.3,0.0,46,GENERAL,100
BIN-104,2026-09-20T20:00:00,6,20,51,14.5,0.0,15,RECYCLABLE,70
BIN-113,2026-09-05T08:00:00,5,8,59,13.7,0.0,18,ORGANIC,80
BIN-119,2026-09-15T03:00:00,1,3,64,8.8,0.0,10,ORGANIC,68
BIN-106,2026-09-07T00:00:00,0,0,72,7.9,0.0,31,ORGANIC,100
BIN-118,2026-09-03T03:00:00,3,3,32,5.9,0.0,28,GENERAL,41
BIN-109,2026-09-09T05:00:00,2,5,53,10.3,0.0,4,ORGANIC,54
BIN-110,2026-09-05T08:00:00,5,8,40,15.1,0.0,12,HAZARDOUS,48
BIN-121,2026-09-06T15:00:00,6,15,19,20.9,1.2,15,ORGANIC,39
BIN-103,2026-09-12T16:00:00,5,16,33,23.5,0.0,18,ORGANIC,54
BIN-108,2026-09-16T23:00:00,2,23,31,8.0,0.0,32,GENERAL,66
BIN-121,2026-09-07T11:00:00,0,11,5,19.0,0.0,19,ELECTRONIC,29
BIN-110,2026-09-19T12:00:00,5,12,45,22.7,1.5,11,RECYCLABLE,58
BIN-115,2026-09-04T08:00:00,4,8,65,14.7,4.4,43,ORGANIC,100
BIN-125,2026-09-19T12:00:00,5,12,50,23.8,0.0,39,ORGANIC,100
BIN-116,2026-09-19T23:00:00,5,23,19,7.5,3.1,31,RECYCLABLE,45
BIN-117,2026-09-04T21:00:00,4,21,17,12.1,0.0,7,RECYCLABLE,27
BIN-115,2026-09-11T19:00:00,4,19,37,17.7,0.0,35,GENERAL,95
BIN-110,2026-09-16T11:00:00,2,11,66,19.1,0.0,34,GENERAL,100
BIN-124,2026-09-14T23:00:00,0,23,57,10.8,0.0,10,ORGANIC,70
BIN-108,2026-09-13T15:00:00,6,15,31,23.7,4.3,24,HAZARDOUS,54
BIN-121,2026-09-03T15:00:00,3,15,74,24.3,0.0,41,GENERAL,100
BIN-109,2026-09-20T18:00:00,6,18,55,19.4,0.0,22,GENERAL,93
BIN-109,2026-09-07T22:00:00,0,22,71,11.8,0.0,3,RECYCLABLE,75
BIN-119,2026-09-21T23:00:00,0,23,19,11.2,0.0,19,GENERAL,41
BIN-122,2026-09-04T11:00:00,4,11,24,20.7,0.0,44,HAZARDOUS,80
BIN-116,2026-09-07T11:00:00,0,11,6,20.5,0.0,19,ORGANIC,43
BIN-119,2026-09-03T23:00:00,3,23,44,7.4,0.0,32,ORGANIC,83
BIN-105,2026-09-08T19:00:00,1,19,24,18.9,0.0,33,GENERAL,81
BIN-105,2026-09-16T23:00:00,2,23,15,8.5,4.2,28,RECYCLABLE,39
BIN-113,2026-09-10T08:00:00,3,8,38,16.7,0.0,7,HAZARDOUS,46
BIN-106,2026-09-13T08:00:00,6,8,46,16.2,3.5,44,HAZARDOUS,83
BIN-107,2026-09-07T18:00:00,0,18,43,19.3,0.0,6,GENERAL,55
BIN-118,2026-09-05T05:00:00,5,5,17,7.9,0.0,28,HAZARDOUS,22
BIN-123,2026-09-08T23:00:00,1,23,59,9.2,0.0,23,HAZARDOUS,81
BIN-115,2026-09-01T22:00:00,1,22,58,9.4,4.1,2,ELECTRONIC,62
BIN-112,2026-09-04T01:00:00,4,1,42,5.5,0.0,35,ELECTRONIC,49
BIN-105,2026-09-09T22:00:00,2,22,71,10.8,0.2,30,ORGANIC,100
BIN-111,2026-09-14T00:00:00,0,0,66,8.8,0.0,19,ORGANIC,87
BIN-104,2026-09-17T03:00:00,3,3,70,8.2,0.9,44,ELECTRONIC,83
BIN-116,2026-09-04T05:00:00,4,5,24,8.5,0.0,44,RECYCLABLE,37
BIN-101,2026-09-18T12:00:00,4,12,30,20.4,2.7,40,HAZARDOUS,83
BIN-107,2026-09-03T13:00:00,3,13,69,22.5,0.5,2,HAZARDOUS,72
BIN-113,2026-09-11T15:00:00,4,15,74,21.8,0.0,16,RECYCLABLE,85
BIN-104,2026-09-10T13:00:00,3,13,7,21.5,0.0,41,RECYCLABLE,61
BIN-122,2026-09-06T11:00:00,6,11,74,19.5,0.0,33,RECYCLABLE,100
BIN-119,2026-09-11T20:00:00,4,20,40,14.6,0.0,43,GENERAL,100
BIN-104,2026-09-11T05:00:00,4,5,23,7.5,0.0,28,HAZARDOUS,30
BIN-110,2026-09-02T01:00:00,2,1,10,8.9,0.0,29,ELECTRONIC,17
BIN-105,2026-09-11T07:00:00,4,7,6,14.9,0.0,18,HAZARDOUS,22
BIN-112,2026-09-20T14:00:00,6,14,70,21.3,0.0,25,ELECTRONIC,100
BIN-112,2026-09-15T07:00:00,1,7,63,13.8,0.0,22,ELECTRONIC,80
BIN-110,2026-09-21T00:00:00,0,0,66,7.6,0.0,5,HAZARDOUS,73
BIN-122,2026-09-05T04:00:00,5,4,69,9.2,0.0,46,ELECTRONIC,81
BIN-119,2026-09-08T18:00:00,1,18,56,17.3,3.3,40,ELECTRONIC,100
BIN-108,2026-09-03T09:00:00,3,9,65,16.4,0.0,32,ORGANIC,100
BIN-108,2026-09-03T13:00:00,3,13,54,23.8,0.0,47,RECYCLABLE,100
BIN-103,2026-09-02T15:00:00,2,15,19,20.9,0.0,17,ELECTRONIC,31
BIN-121,2026-09-19T06:00:00,5,6,46,9.4,0.0,12,ORGANIC,51
BIN-105,2026-09-14T22:00:00,0,22,30,9.8,0.0,36,ELECTRONIC,59
BIN-124,2026-09-04T18:00:00,4,18,29,17.3,4.3,34,HAZARDOUS,74
BIN-104,2026-09-05T16:00:00,5,16,5,21.4,0.0,9,ORGANIC,15
BIN-106,2026-09-15T21:00:00,1,21,29,14.3,0.0,32,ELECTRONIC,70
BIN-116,2026-09-12T00:00:00,5,0,22,9.3,0.0,23,GENERAL,45
BIN-119,2026-09-03T00:00:00,3,0,43,6.5,0.0,34,RECYCLABLE,68
BIN-102,2026-09-14T03:00:00,0,3,7,6.2,0.0,22,ELECTRONIC,13
BIN-123,2026-09-08T23:00:00,1,23,41,7.6,0.0,11,ORGANIC,54
BIN-117,2026-09-21T05:00:00,0,5,44,8.9,3.1,33,ELECTRONIC,55
BIN-109,2026-09-15T06:00:00,1,6,48,10.7,0.0,3,ORGANIC,50
BIN-125,2026-09-02T14:00:00,2,14,75,24.3,0.0,14,RECYCLABLE,93
BIN-102,2026-09-06T08:00:00,6,8,9,14.4,1.9,5,HAZARDOUS,11
BIN-124,2026-09-14T09:00:00,0,9,66,18.9,0.0,36,ORGANIC,100
BIN-117,2026-09-06T03:00:00,6,3,66,6.5,0.0,28,GENERAL,75
BIN-108,2026-09-01T18:00:00,1,18,30,19.1,0.0,2,ORGANIC,33
BIN-118,2026-09-11T14:00:00,4,14,53,23.8,0.0,25,ORGANIC,99
BIN-114,2026-09-13T01:00:00,6,1,61,5.7,0.0,8,RECYCLABLE,64
BIN-111,2026-09-10T15:00:00,3,15,34,21.1,1.9,16,ORGANIC,53
BIN-125,2026-09-20T06:00:00,6,6,10,13.0,3.2,37,ELECTRONIC,21
BIN-105,2026-09-10T16:00:00,3,16,10,21.2,0.0,19,RECYCLABLE,25
BIN-108,2026-09-07T13:00:00,0,13,55,22.6,0.3,39,RECYCLABLE,100
BIN-116,2026-09-16T09:00:00,2,9,61,17.9,0.0,15,GENERAL,79
BIN-125,2026-09-13T02:00:00,6,2,36,7.1,0.0,42,GENERAL,49
BIN-102,2026-09-08T17:00:00,1,17,67,19.8,0.0,46,HAZARDOUS,100
